DATE,TIME,ASSET,STATE,PRODUCT
18/07/2023,15:30:58,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:30:59,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:30:59,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:31:00,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:31:00,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:31:01,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:31:01,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:31:02,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:31:03,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:31:05,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:31:46,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:05,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:05,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:06,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:06,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:07,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:07,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:08,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:08,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:09,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:09,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:10,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:10,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:11,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:11,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:12,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:12,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:13,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:13,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:14,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:16,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:17,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:19,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:33:20,MZK-010,CYCLE START ,C3888-52 SPB0 No Cable Entries
18/07/2023,15:37:28,MZK-010,CYCLE END ,C3888-52 SPB0 No Cable Entries
